Fixture,Type,Mode,Base Address,Attribute,Universe,Channel
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1285,Dim,3,269
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1285,Focus1,3,273
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1285,G1,3,282
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1285,G1 <>,3,283
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1285,G2,3,285
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1285,Iris,3,287
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1490,Dim,3,492
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1490,G,3,500
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1220,Dim,3,204
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1220,Focus1,3,208
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1220,G1,3,217
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1220,G1 <>,3,218
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1220,G2,3,220
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1220,Iris,3,222
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1455,Dim,3,457
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1455,G,3,465
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1155,Dim,3,139
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1155,Focus1,3,143
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1155,G1,3,152
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1155,G1 <>,3,153
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1155,G2,3,155
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1155,Iris,3,157
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1420,Dim,3,422
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1420,G,3,430
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1090,Dim,3,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1090,Focus1,3,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1090,G1,3,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1090,G1 <>,3,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1090,G2,3,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1090,Iris,3,92
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1385,Dim,3,387
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1385,G,3,395
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1025,Dim,3,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1025,Focus1,3,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1025,G1,3,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1025,G1 <>,3,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1025,G2,3,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,1025,Iris,3,27
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1350,Dim,3,352
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1350,G,3,360
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,773,Dim,2,269
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,773,Focus1,2,273
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,773,G1,2,282
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,773,G1 <>,2,283
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,773,G2,2,285
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,773,Iris,2,287
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),978,Dim,2,492
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),978,G,2,500
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,708,Dim,2,204
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,708,Focus1,2,208
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,708,G1,2,217
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,708,G1 <>,2,218
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,708,G2,2,220
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,708,Iris,2,222
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),943,Dim,2,457
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),943,G,2,465
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,643,Dim,2,139
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,643,Focus1,2,143
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,643,G1,2,152
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,643,G1 <>,2,153
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,643,G2,2,155
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,643,Iris,2,157
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),908,Dim,2,422
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),908,G,2,430
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,578,Dim,2,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,578,Focus1,2,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,578,G1,2,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,578,G1 <>,2,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,578,G2,2,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,578,Iris,2,92
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),873,Dim,2,387
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),873,G,2,395
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,513,Dim,2,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,513,Focus1,2,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,513,G1,2,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,513,G1 <>,2,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,513,G2,2,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,513,Iris,2,27
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),838,Dim,2,352
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),838,G,2,360
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1845,Dim,4,335
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1845,G,4,343
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1705,Dim,4,195
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1705,G,4,203
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1775,Dim,4,265
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1775,G,4,273
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1740,Dim,4,230
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1740,G,4,238
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1810,Dim,4,300
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),1810,G,4,308
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),435,Dim,1,461
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),435,G,1,469
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),295,Dim,1,321
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),295,G,1,329
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),365,Dim,1,391
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),365,G,1,399
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),330,Dim,1,356
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),330,G,1,364
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),400,Dim,1,426
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),400,G,1,434
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10325,Dim,21,97
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10325,G,21,88
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,211,Dim,1,223
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,211,G,1,214
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9918,Dim,20,202
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9918,G,20,193
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9939,Dim,20,223
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9939,G,20,214
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9960,Dim,20,244
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9960,G,20,235
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9897,Dim,20,181
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9897,G,20,172
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9876,Dim,20,160
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9876,G,20,151
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10367,Dim,21,139
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10367,G,21,130
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10388,Dim,21,160
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10388,G,21,151
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10346,Dim,21,118
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10346,G,21,109
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10409,Dim,21,181
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10409,G,21,172
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10002,Dim,20,286
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10002,G,20,277
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10023,Dim,20,307
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10023,G,20,298
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10044,Dim,20,328
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10044,G,20,319
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9981,Dim,20,265
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9981,G,20,256
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,274,Dim,1,286
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,274,G,1,277
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,5251,Dim,11,143
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,5251,G,11,134
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,2200,Dim,5,164
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,2200,G,5,155
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,3203,Dim,7,143
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,3203,G,7,134
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,6787,Dim,14,143
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,6787,G,14,134
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,2179,Dim,5,143
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,2179,G,5,134
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,4739,Dim,10,143
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,4739,G,10,134
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1684,Dim,4,160
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1684,G,4,151
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10430,Dim,21,202
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10430,G,21,193
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10451,Dim,21,223
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10451,G,21,214
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10472,Dim,21,244
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10472,G,21,235
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10493,Dim,21,265
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10493,G,21,256
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10514,Dim,21,286
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10514,G,21,277
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,85,Dim,1,97
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,85,G,1,88
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,43,Dim,1,55
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,43,G,1,46
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,64,Dim,1,76
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,64,G,1,67
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1,Dim,1,13
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1,G,1,4
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1537,Dim,4,13
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1537,G,4,4
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1558,Dim,4,34
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1558,G,4,25
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1579,Dim,4,55
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1579,G,4,46
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1600,Dim,4,76
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1600,G,4,67
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,22,Dim,1,34
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,22,G,1,25
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,253,Dim,1,265
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,253,G,1,256
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,232,Dim,1,244
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,232,G,1,235
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,190,Dim,1,202
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,190,G,1,193
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,169,Dim,1,181
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,169,G,1,172
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,106,Dim,1,118
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,106,G,1,109
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,127,Dim,1,139
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,127,G,1,130
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,148,Dim,1,160
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,148,G,1,151
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10283,Dim,21,55
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10283,G,21,46
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1663,Dim,4,139
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1663,G,4,130
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1642,Dim,4,118
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1642,G,4,109
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1621,Dim,4,97
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,1621,G,4,88
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9855,Dim,20,139
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9855,G,20,130
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9834,Dim,20,118
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9834,G,20,109
