Fixture,Type,Mode,Base Address,Attribute,Universe,Channel
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10304,Dim,21,76
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10304,G,21,67
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10262,Dim,21,34
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10262,G,21,25
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10241,Dim,21,13
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,10241,G,21,4
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9729,Dim,20,13
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9729,G,20,4
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9813,Dim,20,97
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9813,G,20,88
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9792,Dim,20,76
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9792,G,20,67
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9771,Dim,20,55
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9771,G,20,46
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9750,Dim,20,34
Clay Paky Mini-B,Clay Paky@Mini-B,Basic RGBW 16bit ,9750,G,20,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6145,Dim,13,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6145,Focus1,13,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6145,G1,13,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6145,G1 <>,13,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6145,G2,13,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6145,Iris,13,27
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6722,Dim,14,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6722,Focus1,14,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6722,G1,14,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6722,G1 <>,14,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6722,G2,14,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6722,Iris,14,92
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6210,Dim,13,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6210,Focus1,13,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6210,G1,13,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6210,G1 <>,13,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6210,G2,13,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6210,Iris,13,92
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5698,Dim,12,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5698,Focus1,12,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5698,G1,12,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5698,G1 <>,12,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5698,G2,12,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5698,Iris,12,92
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5121,Dim,11,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5121,Focus1,11,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5121,G1,11,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5121,G1 <>,11,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5121,G2,11,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5121,Iris,11,27
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5633,Dim,12,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5633,Focus1,12,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5633,G1,12,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5633,G1 <>,12,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5633,G2,12,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5633,Iris,12,27
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4674,Dim,10,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4674,Focus1,10,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4674,G1,10,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4674,G1 <>,10,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4674,G2,10,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4674,Iris,10,92
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4097,Dim,9,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4097,Focus1,9,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4097,G1,9,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4097,G1 <>,9,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4097,G2,9,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4097,Iris,9,27
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4162,Dim,9,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4162,Focus1,9,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4162,G1,9,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4162,G1 <>,9,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4162,G2,9,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4162,Iris,9,92
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3073,Dim,7,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3073,Focus1,7,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3073,G1,7,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3073,G1 <>,7,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3073,G2,7,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3073,Iris,7,27
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3650,Dim,8,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3650,Focus1,8,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3650,G1,8,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3650,G1 <>,8,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3650,G2,8,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3650,Iris,8,92
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3585,Dim,8,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3585,Focus1,8,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3585,G1,8,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3585,G1 <>,8,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3585,G2,8,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3585,Iris,8,27
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6657,Dim,14,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6657,Focus1,14,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6657,G1,14,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6657,G1 <>,14,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6657,G2,14,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,6657,Iris,14,27
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5186,Dim,11,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5186,Focus1,11,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5186,G1,11,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5186,G1 <>,11,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5186,G2,11,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,5186,Iris,11,92
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4609,Dim,10,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4609,Focus1,10,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4609,G1,10,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4609,G1 <>,10,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4609,G2,10,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,4609,Iris,10,27
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3138,Dim,7,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3138,Focus1,7,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3138,G1,7,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3138,G1 <>,7,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3138,G2,7,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,3138,Iris,7,92
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2049,Dim,5,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2049,Focus1,5,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2049,G1,5,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2049,G1 <>,5,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2049,G2,5,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2049,Iris,5,27
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2114,Dim,5,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2114,Focus1,5,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2114,G1,5,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2114,G1 <>,5,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2114,G2,5,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2114,Iris,5,92
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2561,Dim,6,9
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2561,Focus1,6,13
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2561,G1,6,22
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2561,G1 <>,6,23
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2561,G2,6,25
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2561,Iris,6,27
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2691,Dim,6,139
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2691,Focus1,6,143
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2691,G1,6,152
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2691,G1 <>,6,153
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2691,G2,6,155
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2691,Iris,6,157
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7746,Dim,16,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7746,Focus1,16,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7746,G1,16,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7746,G1 <>,16,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7746,G2,16,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7746,Iris,16,92
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,8388,Dim,17,204
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,8388,Focus1,17,208
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,8388,G1,17,217
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,8388,G1 <>,17,218
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,8388,G2,17,220
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,8388,Iris,17,222
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7299,Dim,15,139
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7299,Focus1,15,143
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7299,G1,15,152
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7299,G1 <>,15,153
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7299,G2,15,155
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7299,Iris,15,157
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7811,Dim,16,139
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7811,Focus1,16,143
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7811,G1,16,152
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7811,G1 <>,16,153
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7811,G2,16,155
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,7811,Iris,16,157
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2626,Dim,6,74
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2626,Focus1,6,78
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2626,G1,6,87
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2626,G1 <>,6,88
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2626,G2,6,90
Ayrton Rivale Profile,Ayrton@Rivale_Profile@V1.53_Adjust_Real_PT_Values,Standard_540,2626,Iris,6,92
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),2756,Dim,6,222
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),2756,G,6,230
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),2791,Dim,6,257
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),2791,G,6,265
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),2826,Dim,6,292
GLP Impression X5,GLP@impression_X5@20250326_X5_byRG_prelimV2,Mode 2 Normal RGB (35ch),2826,G,6,300
